passID,timestamp,stationRef,vehicleRef,charge,hn,p
QIL0667077,2021-7-30 15:37:29,GF00,WU78BMX13511,1.0,GF,home
BQZ5879321,2021-7-30 16:27:33,NE09,EN26OAB52983,1.25,GF,away
DSM7342512,2021-7-30 16:52:06,NE06,EG95RTB75032,2.8,NE,home
DJJ2869925,2021-7-30 17:15:00,OO06,RK48BOP88344,2.8,OO,home
EOX0482097,2021-7-30 17:16:29,AO05,RR73DWB65452,2.8,AO,home
IRU9815804,2021-7-30 18:25:20,GF00,MA30QLI76818,2.5,GF,home
RYR5661384,2021-7-30 19:03:31,AO12,OY94SZK34436,2.8,NE,away
OBJ1297789,2021-7-30 19:19:48,KO00,KB55KTM48860,2.5,KO,home
OCC6314833,2021-7-30 19:22:26,EG04,XE59BZM26378,2.5,EG,home
GZD6381428,2021-7-30 20:59:14,GF00,UF84JOS00561,2.8,GF,home
OYO0046092,2021-7-30 22:21:14,AO00,RR73DWB65452,2.8,AO,home
TYG7549628,2021-7-30 22:37:21,NE16,OY94SZK34436,2.5,NE,home
LYC2876404,2021-7-30 23:12:45,EG09,TV81MAQ99005,2.8,EG,home
NRY3690364,2021-7-31 0:12:17,AO14,EC02LZC49528,2.8,EG,away
XMB4406165,2021-7-31 0:47:47,AO05,QX75YWC61835,2.8,OO,away
GLL6425975,2021-7-31 0:50:19,KO09,JO50FSF60755,2.2,KO,home
BJR7546944,2021-7-31 2:52:27,EG08,TZ48CCW54765,3.1,EG,home
NBB8160406,2021-7-31 2:54:18,MR04,BI87HYL81972,1.0,MR,home
MVG6707667,2021-7-31 3:28:02,KO00,ZY93PCY41868,1.5,KO,home
RHG9876808,2021-7-31 3:44:46,EG02,IN99SEN20660,2.8,EG,home
SJX6911630,2021-7-31 5:22:43,AO00,SY96JDQ97089,1.5,AO,home
ZNT7748220,2021-7-31 6:16:13,KO07,RV87TIY76692,2.5,KO,home
DTD9743612,2021-7-31 6:22:54,GF00,PF04UCA93312,3.1,GF,home
VWF6928027,2021-7-31 7:03:08,AO11,AT19HLV57173,2.8,OO,away
ZXV2677693,2021-7-31 7:09:40,KO02,RV87TIY76692,2.5,KO,home
DKJ8938709,2021-7-31 7:33:58,AO05,RR73DWB65452,2.8,AO,home
FCS0288671,2021-7-31 7:34:14,OO05,EV77EDV52985,1.0,NE,away
WXA0778768,2021-7-31 7:46:14,OO07,EM54HQI58682,2.8,OO,home
ZQI1280628,2021-7-31 9:04:58,NE10,VX68BAR38623,1.5,NE,home
YUB5692516,2021-7-31 10:21:49,NE07,MX39VOS38645,2.8,AO,away
BIU3909261,2021-7-31 10:57:29,MR06,EZ65FLV39493,2.8,MR,home
CIR8194229,2021-7-31 11:18:57,OO03,RK48BOP88344,2.8,OO,home
JBD3991547,2021-7-31 11:30:09,OO01,EM54HQI58682,2.8,OO,home
WFY8272744,2021-7-31 13:03:45,MR03,HA82SCK64299,1.5,MR,home
UXF4865342,2021-7-31 13:19:16,OO02,JF94VYA88954,2.8,OO,home
KOE2108503,2021-7-31 14:04:25,NE02,NY14GZR94632,2.8,NE,home
NWT1709725,2021-7-31 14:59:49,EG10,IN99SEN20660,2.8,EG,home
XRV2644670,2021-7-31 15:06:42,AO11,LG64ARC91224,13.0,AO,home
ZXJ3630477,2021-7-31 15:16:49,KO09,HW75BKT77773,2.2,KO,home
LSV2556076,2021-7-31 15:26:19,NE00,NO82BAX82566,3.1,NE,home
FDV4663349,2021-7-31 16:07:49,NE02,OY94SZK34436,2.0,NE,home
HKS0418308,2021-7-31 17:15:32,EG10,TZ48CCW54765,3.1,EG,home
LUW1103994,2021-7-31 17:25:23,MR08,PD45WOT56494,2.0,NE,away
OFK1104198,2021-7-31 18:53:58,AO09,JV67MTI17124,2.8,NE,away
ZPR0833112,2021-7-31 19:33:37,KO00,KB55KTM48860,2.5,KO,home
COX2503849,2021-7-31 19:44:00,MR00,UA13YTK28483,2.8,MR,home
BRP9043787,2021-7-31 19:56:49,KO06,ZY93PCY41868,1.5,KO,home
GYD7253633,2021-7-31 20:26:55,AO15,SU00RDZ36214,2.8,AO,home
GMF4279571,2021-7-31 20:35:43,MR03,IX01MVL33676,2.5,KO,away
YWP7761936,2021-7-31 21:50:44,AO11,HT62RDI04611,2.8,AO,home
XBN6150596,2021-7-31 23:30:27,NE08,OY94SZK34436,2.5,NE,home
DLS4847849,2021-8-1 0:06:01,OO09,VJ92OYV94295,2.5,OO,home
REU9174026,2021-8-1 0:32:39,OO01,TE24LCO18661,2.2,EG,away
FUX0702402,2021-8-1 0:45:54,EG12,CR31GMR97972,1.5,EG,home
UQM1726226,2021-8-1 1:58:02,OO13,IC95TLY24827,2.0,OO,home
TXJ7775166,2021-8-1 2:40:22,OO03,JF94VYA88954,2.8,OO,home
ROZ3242525,2021-8-1 2:58:23,GF00,SL09NOT64494,2.5,GF,home
YLI1437590,2021-8-1 3:19:51,AO09,LG64ARC91224,13.0,AO,home
IXF4168025,2021-8-1 5:34:51,NE04,MU06LHX94338,1.0,EG,away
IQK0835149,2021-8-1 6:05:13,AO09,BZ76ROL87339,1.0,AO,home
YWV9642150,2021-8-1 6:20:03,GF00,BY85QGR11636,2.5,GF,home
XLR7275991,2021-8-1 6:33:58,OO09,DO24BCW15511,2.5,KO,away
QPR6881245,2021-8-1 6:46:29,KO06,QO77TFN61853,2.2,KO,home
DFL8969842,2021-8-1 6:46:42,MR05,UA13YTK28483,2.8,MR,home
LRX1651934,2021-8-1 6:57:56,MR03,QO77TFN61853,2.2,KO,away
QTA7144530,2021-8-1 7:48:56,KO06,WY00MLL63827,2.2,KO,home
VQE6468917,2021-8-1 8:25:02,AO18,EN26OAB52983,2.8,GF,away
EMT5817585,2021-8-1 8:38:23,AO15,OC94ASJ72024,1.0,AO,home
QRR0458340,2021-8-1 9:00:46,EG00,IW53OQE31439,2.8,EG,home
BDL8626023,2021-8-1 9:16:34,GF00,WU78BMX13511,1.0,GF,home
VVS7461892,2021-8-1 10:11:43,AO14,DV04FQL29609,3.1,AO,home
ONA1797512,2021-8-1 13:13:03,AO16,UF84JOS00561,2.8,GF,away
DVF0390043,2021-8-1 13:46:41,MR03,IZ65WAT29135,2.0,MR,home
WKJ1307413,2021-8-1 14:07:01,GF00,WU78BMX13511,1.0,GF,home
WZV9458432,2021-8-1 14:18:40,KO05,QW79CHL42244,2.8,KO,home
FYB2513251,2021-8-1 14:41:19,MR03,IZ65WAT29135,2.0,MR,home
SQC5116486,2021-8-1 15:01:31,OO00,MP14WFM40909,1.5,GF,away
VIC4070221,2021-8-1 16:27:49,AO17,BZ76ROL87339,1.0,AO,home
LWL8956215,2021-8-1 17:36:33,EG12,IN99SEN20660,2.8,EG,home
OQZ2014037,2021-8-1 17:49:52,GF00,YX66XYW62640,3.1,GF,home
ZRH9877043,2021-8-1 19:35:54,KO01,ED51EWW52190,2.8,KO,home
TIR1063456,2021-8-1 21:54:44,AO03,YL27IFD65117,2.0,AO,home
FQJ4801556,2021-8-1 22:19:23,NE06,VX68BAR38623,1.5,NE,home
CUC9097596,2021-8-1 23:20:55,NE14,PF04UCA93312,1.5,GF,away
FXK9789962,2021-8-1 23:50:44,EG12,XE59BZM26378,2.5,EG,home
EVE9965821,2021-8-2 0:30:53,MR08,BI87HYL81972,1.0,MR,home
NYF7642075,2021-8-2 0:34:41,OO12,HT62RDI04611,2.0,AO,away
KQI3108447,2021-8-2 1:23:32,MR04,IC95TLY24827,1.5,OO,away
XWA2960116,2021-8-2 2:14:59,AO04,AT19HLV57173,2.8,OO,away
QOT7152330,2021-8-2 2:17:10,OO09,AY38OQF67603,2.8,OO,home
TYA5336616,2021-8-2 3:39:14,EG12,EC02LZC49528,2.8,EG,home
CDO1648610,2021-8-2 3:43:36,OO01,QR03XCJ37459,2.8,OO,home
BEB0997801,2021-8-2 3:47:39,KO07,WY00MLL63827,1.0,KO,home
RIZ6180423,2021-8-2 4:00:17,EG04,TV81MAQ99005,2.8,EG,home
SAL8304096,2021-8-2 4:16:28,OO04,JF94VYA88954,2.8,OO,home
ZTE5153641,2021-8-2 4:18:37,KO07,YX66XYW62640,2.5,GF,away
YKC0337403,2021-8-2 4:56:37,KO09,JO50FSF60755,2.2,KO,home
PRC0331266,2021-8-2 6:05:50,OO09,EE22TMX10817,2.0,OO,home
XFU5051961,2021-8-2 6:09:06,GF00,BY85QGR11636,2.5,GF,home
JOY1878565,2021-8-2 6:49:25,MR08,KF48RSD79865,2.8,MR,home
JZE4419349,2021-8-2 7:01:18,OO07,LC72NRN52084,3.1,OO,home
ROL2948578,2021-8-2 8:03:14,NE03,ZY93PCY41868,1.5,KO,away
SMD3781647,2021-8-2 8:15:49,NE06,EN26OAB52983,1.25,GF,away
CGU0415731,2021-8-2 8:45:17,MR00,BZ76ROL87339,1.5,AO,away
MVI6318297,2021-8-2 11:53:27,AO09,IC95TLY24827,2.8,OO,away
VEP8995249,2021-8-2 14:06:42,EG08,JD78PQD35395,1.0,EG,home
JPQ1363626,2021-8-2 14:33:42,EG00,TV81MAQ99005,2.8,EG,home
NMQ8220478,2021-8-2 16:21:47,KO09,PF04UCA93312,3.1,GF,away
EWV5805573,2021-8-2 16:45:17,GF00,WU78BMX13511,1.0,GF,home
MLL8513989,2021-8-2 18:10:02,AO06,HT62RDI04611,2.8,AO,home
CMA7234220,2021-8-2 18:13:12,MR08,IZ65WAT29135,2.0,MR,home
COR9291252,2021-8-2 19:36:18,GF00,BY85QGR11636,2.5,GF,home
OTQ5763734,2021-8-2 20:22:00,KO07,DO24BCW15511,1.25,KO,home
TYV0320578,2021-8-2 21:30:17,MR08,RR98KQE80731,1.25,MR,home
YGC6128930,2021-8-2 21:48:47,KO09,KB55KTM48860,2.5,KO,home
EUI0966689,2021-8-2 21:50:48,MR06,UA13YTK28483,2.8,MR,home
NRK0961336,2021-8-2 21:57:49,NE09,IA29IQS63679,1.0,NE,home
VLN9774989,2021-8-2 22:40:09,NE08,FY47TUN40300,1.0,NE,home
RMF8623738,2021-8-2 22:52:25,KO03,IX01MVL33676,2.5,KO,home
CTJ7227720,2021-8-2 23:59:46,AO15,RR73DWB65452,2.8,AO,home
PCI4536689,2021-8-3 2:51:16,NE02,VX68BAR38623,1.5,NE,home
PQJ5027138,2021-8-3 3:34:08,GF00,IO09FGE68100,2.8,GF,home
UXQ6269922,2021-8-3 4:30:24,MR08,QO68DIC93032,2.5,MR,home
FTG3191268,2021-8-3 4:38:16,KO00,BI87HYL81972,2.8,MR,away
MYU5998827,2021-8-3 5:08:02,GF00,UF84JOS00561,2.8,GF,home
YQY3225915,2021-8-3 6:11:04,GF00,IO09FGE68100,2.8,GF,home
FQL3758031,2021-8-3 6:15:24,GF00,UF84JOS00561,2.8,GF,home
DXT9516353,2021-8-3 6:22:06,NE09,JV67MTI17124,2.5,NE,home
GIK5983956,2021-8-3 7:36:59,MR07,RR98KQE80731,1.25,MR,home
ZXJ6497543,2021-8-3 8:00:51,KO05,KB55KTM48860,2.5,KO,home
TOQ9796621,2021-8-3 8:44:03,NE04,IA29IQS63679,1.0,NE,home
NXZ5721062,2021-8-3 8:53:49,NE16,QP02SYE47964,2.8,NE,home
MPA6861964,2021-8-3 9:33:37,NE08,NZ35XLQ89678,1.5,NE,home
QOD0954867,2021-8-3 9:34:19,AO18,DP11ENT03275,3.1,AO,home
VGV2508331,2021-8-3 10:17:55,OO13,VJ92OYV94295,2.5,OO,home
AFV2793928,2021-8-3 11:02:46,MR03,QO68DIC93032,2.5,MR,home
FWF0260891,2021-8-3 12:26:10,OO00,EM54HQI58682,2.8,OO,home
SVC4675246,2021-8-3 13:11:36,EG08,EC02LZC49528,2.8,EG,home
USV2905299,2021-8-3 13:15:12,EG08,XE59BZM26378,2.5,EG,home
EEN6589622,2021-8-3 13:37:30,AO05,MX39VOS38645,2.8,AO,home
ZVM3533956,2021-8-3 14:03:51,GF00,CK97FAU13897,2.5,GF,home
GOL6895857,2021-8-3 14:11:25,GF00,UF84JOS00561,2.8,GF,home
QAQ8622021,2021-8-3 14:42:18,OO12,JF94VYA88954,2.8,OO,home
LMB0090546,2021-8-3 14:47:53,AO17,SY96JDQ97089,1.5,AO,home
BRQ1547732,2021-8-3 16:22:24,OO03,VJ92OYV94295,1.5,OO,home
RXO0162955,2021-8-3 16:25:35,MR07,QO68DIC93032,2.5,MR,home
HJR9139447,2021-8-3 17:21:59,OO08,QO77TFN61853,2.5,KO,away
IRF5748821,2021-8-3 18:05:37,OO09,XV40HUQ04740,1.0,OO,home
QWE4902583,2021-8-3 18:10:06,MR06,EZ65FLV39493,2.8,MR,home
SVS8999585,2021-8-3 18:11:57,OO13,EM54HQI58682,2.8,OO,home
IPC0485951,2021-8-3 18:22:19,AO04,OC94ASJ72024,1.0,AO,home
TXX5688603,2021-8-3 18:26:39,GF00,RK48BOP88344,13.0,OO,away
FMW0896026,2021-8-3 18:35:45,KO03,JO50FSF60755,2.2,KO,home
XRL5039173,2021-8-3 21:18:48,AO18,HT62RDI04611,2.8,AO,home
CQY0198718,2021-8-4 1:00:15,AO08,BM25PHF40639,13.0,AO,home
TTX9638880,2021-8-4 3:19:04,AO15,DV04FQL29609,3.1,AO,home
HNO5404027,2021-8-4 3:50:35,EG11,IN99SEN20660,2.8,EG,home
CFG2890524,2021-8-4 4:20:03,MR00,BI87HYL81972,1.0,MR,home
OOS3918140,2021-8-4 4:57:15,OO11,IC95TLY24827,2.0,OO,home
ZIR5868212,2021-8-4 5:35:20,MR06,KF48RSD79865,2.8,MR,home
QWD6646055,2021-8-4 5:39:33,AO12,BZ76ROL87339,1.0,AO,home
NZS0089758,2021-8-4 5:46:06,MR07,BI87HYL81972,1.0,MR,home
UEB0383734,2021-8-4 6:48:11,MR04,HA82SCK64299,1.5,MR,home
MYM2595797,2021-8-4 8:10:12,KO05,HW75BKT77773,2.2,KO,home
ZYP5167205,2021-8-4 8:13:10,MR08,HE38BQH01623,2.8,MR,home
TOT5649753,2021-8-4 8:20:42,OO08,RK48BOP88344,2.8,OO,home
MLB4167792,2021-8-4 8:46:35,KO07,JO50FSF60755,2.2,KO,home
QRM7560729,2021-8-4 8:54:49,GF00,BY85QGR11636,2.5,GF,home
TTG9174005,2021-8-4 9:39:50,AO06,SY96JDQ97089,1.5,AO,home
UMC3269769,2021-8-4 10:56:46,GF00,WU78BMX13511,1.0,GF,home
NLX8686151,2021-8-4 11:15:49,GF00,IO09FGE68100,2.8,GF,home
AEY1754990,2021-8-4 12:10:39,KO06,HW75BKT77773,1.5,KO,home
HTO4329072,2021-8-4 13:01:37,AO01,LG64ARC91224,13.0,AO,home
VBV4853057,2021-8-4 13:55:34,AO06,YL27IFD65117,2.0,AO,home
APP8157933,2021-8-4 14:45:03,AO18,LG64ARC91224,13.0,AO,home
KUA7038520,2021-8-4 15:34:23,MR07,BI87HYL81972,1.0,MR,home
UPE1942257,2021-8-4 15:47:34,AO07,SY96JDQ97089,1.5,AO,home
UDF2223064,2021-8-4 16:37:24,GF00,CP56DAO45598,2.8,GF,home
HRE9727345,2021-8-4 16:56:21,KO06,IX01MVL33676,2.5,KO,home
SQK0958202,2021-8-4 16:59:06,NE04,FY47TUN40300,1.0,NE,home
XQN4799649,2021-8-4 17:54:46,EG00,DW44ZOO26361,2.5,EG,home
ZBM1804646,2021-8-4 18:38:34,EG11,EC02LZC49528,2.8,EG,home
ZXC1149953,2021-8-4 19:01:38,AO15,BY85QGR11636,2.8,GF,away
BMA6433742,2021-8-4 19:29:28,MR02,KF48RSD79865,2.8,MR,home
VFA8626305,2021-8-4 19:51:18,MR02,QN23UHH39091,2.8,MR,home
AJO8387368,2021-8-4 20:51:02,OO10,XV40HUQ04740,1.0,OO,home
JJA8662595,2021-8-4 21:15:29,AO03,LG64ARC91224,13.0,AO,home
YXJ8093570,2021-8-4 21:59:05,GF00,WU78BMX13511,1.0,GF,home
CBX2350859,2021-8-4 22:03:10,AO09,KB55KTM48860,2.8,KO,away
MWM8182587,2021-8-4 22:31:35,NE02,NZ35XLQ89678,1.5,NE,home
TCW6911914,2021-8-4 23:20:43,GF00,BY85QGR11636,2.5,GF,home
CCN0041468,2021-8-4 23:33:25,AO04,HR53SRO94328,2.8,MR,away
UVV5508887,2021-8-4 23:54:33,GF00,XF28DGK65250,2.0,GF,home
VZH6814056,2021-8-5 0:00:32,EG03,XF28DGK65250,2.0,GF,away
BHL6292605,2021-8-5 0:45:40,GF00,YX66XYW62640,3.1,GF,home
SIK2274730,2021-8-5 1:51:08,OO03,EM54HQI58682,2.8,OO,home
VTZ4734963,2021-8-5 2:18:38,EG07,TZ48CCW54765,3.1,EG,home
BZK8619886,2021-8-5 2:43:27,AO11,PE73VJU23485,2.8,AO,home
EUU8531054,2021-8-5 3:40:29,OO11,VJ92OYV94295,2.5,OO,home
CKH7643625,2021-8-5 4:20:22,OO07,AT19HLV57173,2.8,OO,home
RZV3647761,2021-8-5 4:56:18,NE05,VX68BAR38623,1.5,NE,home
VJK8181717,2021-8-5 5:10:55,GF00,IO09FGE68100,2.8,GF,home
RSH3155200,2021-8-5 7:15:09,AO07,PF04UCA93312,2.8,GF,away
BZY0030872,2021-8-5 8:17:04,NE02,IA29IQS63679,1.0,NE,home
KJZ6542746,2021-8-5 8:26:09,AO14,LG64ARC91224,13.0,AO,home
RNR9200112,2021-8-5 8:44:49,NE14,FY47TUN40300,1.0,NE,home
NCS8635303,2021-8-5 9:00:17,NE08,QO77TFN61853,1.25,KO,away
OSW2294336,2021-8-5 9:31:06,NE01,OY94SZK34436,3.1,NE,home
LWX2819198,2021-8-5 10:32:49,OO13,JF94VYA88954,2.8,OO,home
YZS0273498,2021-8-5 11:10:20,NE10,QO68DIC93032,2.8,MR,away
QMQ8176675,2021-8-5 11:52:11,OO01,BK77KNV91142,2.8,OO,home
DCY9042828,2021-8-5 12:06:16,OO12,VJ92OYV94295,2.5,OO,home
RGF6085295,2021-8-5 12:24:10,NE02,NO82BAX82566,3.1,NE,home
QJD4939563,2021-8-5 13:35:13,GF00,JE65QJK64802,2.8,GF,home
YPU4146081,2021-8-5 14:01:47,AO09,DP11ENT03275,3.1,AO,home
YTM0389257,2021-8-5 14:47:18,NE13,EG95RTB75032,2.8,NE,home
IBZ8975988,2021-8-5 14:47:22,NE12,JV67MTI17124,2.5,NE,home
XSE9803497,2021-8-5 15:23:56,GF00,CP56DAO45598,2.8,GF,home
GRK3293340,2021-8-5 15:59:12,MR01,EZ65FLV39493,2.8,MR,home
IKO5714847,2021-8-5 18:08:10,KO01,KB55KTM48860,2.5,KO,home
BBP7900888,2021-8-5 18:10:53,GF00,MA30QLI76818,2.5,GF,home
HGD7714156,2021-8-5 18:33:05,MR08,YX66XYW62640,3.1,GF,away
IAJ5621327,2021-8-5 18:35:06,EG07,TV81MAQ99005,2.8,EG,home
OOP7776706,2021-8-5 18:46:27,KO02,QW79CHL42244,2.8,KO,home
HOM2955486,2021-8-5 18:51:45,AO05,LG64ARC91224,13.0,AO,home
IHB1084461,2021-8-5 19:09:11,OO11,EE22TMX10817,2.0,OO,home
MBH3375044,2021-8-5 20:15:46,MR08,IZ65WAT29135,2.0,MR,home
NPW5550736,2021-8-5 20:57:42,KO08,WY00MLL63827,1.0,KO,home
AZW9168572,2021-8-5 22:21:32,KO02,FL13UMN92207,1.0,KO,home
AQN6114165,2021-8-5 23:08:15,EG02,TZ48CCW54765,3.1,EG,home
CNE7550581,2021-8-5 23:56:06,NE00,DO24BCW15511,2.2,KO,away
YPV9604659,2021-8-6 0:19:12,GF00,LM86GYO69819,2.8,GF,home
BZX9991290,2021-8-6 2:04:04,GF00,IO09FGE68100,2.8,GF,home
IDL9981133,2021-8-6 2:05:35,EG04,IN99SEN20660,2.8,EG,home
TKT9756866,2021-8-6 2:37:13,KO08,HA82SCK64299,2.2,MR,away
DXD0632286,2021-8-6 3:06:28,MR06,QO68DIC93032,2.5,MR,home
FTB4110742,2021-8-6 3:09:51,AO18,DP11ENT03275,3.1,AO,home
OZN3966108,2021-8-6 3:18:43,KO07,QO77TFN61853,2.2,KO,home
WWZ6469581,2021-8-6 4:33:06,OO00,VJ92OYV94295,2.5,OO,home
VBY5569239,2021-8-6 5:54:10,GF00,SL09NOT64494,2.5,GF,home
HPF8605595,2021-8-6 6:44:56,MR06,IZ65WAT29135,2.0,MR,home
OGQ5874908,2021-8-6 7:37:44,OO04,CR31GMR97972,2.5,EG,away
TXW9936600,2021-8-6 7:55:36,NE11,VX68BAR38623,1.5,NE,home
PFE8416236,2021-8-6 10:10:03,MR03,IZ65WAT29135,2.0,MR,home
OBZ9423583,2021-8-6 10:16:53,NE06,NZ35XLQ89678,1.5,NE,home
FBG1742176,2021-8-6 11:43:56,MR05,MU06LHX94338,3.1,EG,away
DFU3445288,2021-8-6 12:48:50,GF00,KW50MJG67260,2.2,GF,home
QHX6166127,2021-8-6 13:01:29,KO09,WY00MLL63827,1.0,KO,home
HKA7364408,2021-8-6 13:05:01,NE03,DO24BCW15511,2.0,KO,away
ZMD2153356,2021-8-6 14:18:48,MR08,KF48RSD79865,2.8,MR,home
ANR3193367,2021-8-6 14:24:16,AO11,PE73VJU23485,2.8,AO,home
DHJ9524582,2021-8-6 14:57:16,OO10,RK48BOP88344,2.8,OO,home
CMW1168891,2021-8-6 16:26:39,GF00,LM86GYO69819,2.8,GF,home
NME2802785,2021-8-6 16:27:32,EG02,JO50FSF60755,2.5,KO,away
UIB9589626,2021-8-6 16:37:12,EG09,JD78PQD35395,1.0,EG,home
WQK9331070,2021-8-6 17:12:07,NE07,OY94SZK34436,2.5,NE,home
YBM1681204,2021-8-6 17:38:47,KO07,IX01MVL33676,2.5,KO,home
VTL5340787,2021-8-6 17:59:09,EG09,TV81MAQ99005,2.8,EG,home
WNV9445919,2021-8-6 18:12:36,OO07,LC72NRN52084,3.1,OO,home
XRJ7028308,2021-8-6 19:08:32,GF00,BY85QGR11636,2.5,GF,home
EZM1265732,2021-8-6 21:30:14,MR04,QO68DIC93032,2.5,MR,home
AGW5372582,2021-8-6 22:22:52,EG06,VX68BAR38623,2.0,NE,away
GCI5155663,2021-8-6 22:33:22,AO19,XV91YMP27722,2.8,MR,away
AZU1340701,2021-8-6 23:19:15,NE07,JV67MTI17124,2.2,NE,home
GYW7251983,2021-8-6 23:35:01,GF00,UF84JOS00561,2.8,GF,home
CAH3684715,2021-8-7 0:06:05,AO14,PE73VJU23485,2.8,AO,home
GTQ6365417,2021-8-7 0:10:51,KO08,QO77TFN61853,2.2,KO,home
DJD1194151,2021-8-7 0:11:18,NE04,JV67MTI17124,2.5,NE,home
MPA3279515,2021-8-7 0:13:02,KO06,ZY93PCY41868,1.5,KO,home
OOK3429865,2021-8-7 0:35:12,AO02,BZ76ROL87339,1.0,AO,home
GVY2121085,2021-8-7 0:54:49,AO01,MX39VOS38645,2.8,AO,home
PRM4076737,2021-8-7 1:55:13,EG06,MP14WFM40909,2.5,GF,away
YFW6862740,2021-8-7 2:47:44,MR07,HA82SCK64299,1.5,MR,home
OGG6920467,2021-8-7 3:54:31,AO01,BM25PHF40639,13.0,AO,home
QKL0465351,2021-8-7 3:57:19,OO09,LC72NRN52084,3.1,OO,home
AQV6905046,2021-8-7 5:07:54,OO06,BK77KNV91142,2.8,OO,home
GPV3945927,2021-8-7 5:25:17,OO05,DV04FQL29609,1.0,AO,away
HVB9341699,2021-8-7 5:48:30,AO12,BM25PHF40639,13.0,AO,home
ABN1023798,2021-8-7 6:22:14,OO09,EE22TMX10817,2.0,OO,home
OBU9745861,2021-8-7 6:24:14,AO02,FL13UMN92207,2.8,KO,away
YWV4522991,2021-8-7 6:31:01,OO09,HR53SRO94328,1.25,MR,away
AOU5675825,2021-8-7 7:39:52,AO17,DP11ENT03275,3.1,AO,home
FPQ6209657,2021-8-7 8:37:21,NE12,PM58XHX45588,1.5,NE,home
WYI0744909,2021-8-7 8:47:37,NE05,NZ35XLQ89678,2.8,NE,home
TAZ5948831,2021-8-7 9:24:00,OO11,QR03XCJ37459,2.8,OO,home
TIL3168430,2021-8-7 10:14:03,NE09,JO50FSF60755,3.1,KO,away
OSP6497604,2021-8-7 12:34:46,GF00,CK97FAU13897,2.5,GF,home
KQN9826457,2021-8-7 12:50:26,OO08,JF94VYA88954,2.8,OO,home
OSH6955745,2021-8-7 13:33:24,AO07,YL27IFD65117,2.0,AO,home
VEQ5428012,2021-8-7 15:44:15,NE04,IA29IQS63679,1.0,NE,home
GLQ6245327,2021-8-7 15:44:16,GF00,QN12NTR81378,2.8,GF,home
BGW2067568,2021-8-7 15:51:08,EG10,EC02LZC49528,2.8,EG,home
OVJ8726983,2021-8-7 17:13:11,MR02,EZ65FLV39493,2.8,MR,home
KRM9893062,2021-8-7 17:43:18,AO15,QN12NTR81378,2.8,GF,away
RVN2950814,2021-8-7 17:43:41,AO19,BZ76ROL87339,1.0,AO,home
NZT5540564,2021-8-7 17:54:09,EG09,MU06LHX94338,1.5,EG,home
KGS9182183,2021-8-7 18:23:37,NE16,JO50FSF60755,3.1,KO,away
TCJ2607206,2021-8-7 18:56:54,EG06,QU94IGC75528,1.25,EG,home
WZG6279240,2021-8-7 21:13:27,AO00,DV04FQL29609,3.1,AO,home
PQL0159189,2021-8-7 23:07:28,MR08,HE38BQH01623,2.8,MR,home
DVV3557490,2021-8-7 23:24:42,GF00,MP14WFM40909,2.8,GF,home
WUM9913965,2021-8-7 23:27:17,NE00,FY47TUN40300,1.0,NE,home
FXZ3264132,2021-8-8 0:32:42,MR07,IZ65WAT29135,2.0,MR,home
PLB7848774,2021-8-8 1:19:24,NE11,MP14WFM40909,1.0,GF,away
IVK8496715,2021-8-8 1:46:48,NE09,PM58XHX45588,1.5,NE,home
VRU0655524,2021-8-8 2:40:09,MR07,UA13YTK28483,2.8,MR,home
XHH1878886,2021-8-8 3:49:41,NE05,BK77KNV91142,1.5,OO,away
RLA3081938,2021-8-8 4:24:14,NE02,VX68BAR38623,1.5,NE,home
VEW9436028,2021-8-8 4:26:28,AO14,JD78PQD35395,2.8,EG,away
NNF2461519,2021-8-8 4:46:25,OO07,VJ92OYV94295,2.5,OO,home
IXC4987090,2021-8-8 6:03:32,GF00,MP14WFM40909,2.8,GF,home
UXH1976377,2021-8-8 6:11:35,AO08,MU06LHX94338,2.8,EG,away
EAT6211681,2021-8-8 6:30:45,KO07,RV87TIY76692,2.5,KO,home
UMF4273614,2021-8-8 6:37:45,KO05,ED51EWW52190,2.8,KO,home
XSS1301016,2021-8-8 8:15:35,AO16,MX39VOS38645,2.8,AO,home
RCG4064763,2021-8-8 8:26:16,AO03,LG64ARC91224,13.0,AO,home
JHK6830475,2021-8-8 8:28:15,MR00,QH15HWX24570,3.1,MR,home
VNH6765750,2021-8-8 8:48:41,AO05,OC94ASJ72024,1.0,AO,home
ZRT0075733,2021-8-8 9:27:16,AO12,CM15YCB60994,2.8,EG,away
AWV7952833,2021-8-8 9:41:06,NE08,FY47TUN40300,1.0,NE,home
GDD6966970,2021-8-8 9:49:03,NE09,PM58XHX45588,1.5,NE,home
FNY2946721,2021-8-8 10:05:33,EG05,CM15YCB60994,2.0,EG,home
ABK5126294,2021-8-8 10:16:11,GF00,UF84JOS00561,2.8,GF,home
TZE0154468,2021-8-8 10:19:09,KO04,WY00MLL63827,1.0,KO,home
VBU7928889,2021-8-8 10:58:26,EG05,EC02LZC49528,2.8,EG,home
SIN4276413,2021-8-8 11:12:12,OO09,IC95TLY24827,2.0,OO,home
DAG8192948,2021-8-8 11:13:23,MR02,HA82SCK64299,1.5,MR,home
EJC6939116,2021-8-8 12:14:33,EG01,IW53OQE31439,2.8,EG,home
PUE8952169,2021-8-8 12:23:09,AO07,LG64ARC91224,2.8,AO,home
TLJ5559163,2021-8-8 12:54:39,AO11,DP11ENT03275,3.1,AO,home
